id_colab_periodo;id_colaborador;periodo;horas_contratadas;codigo_cargo;codigo_area
100035-201906;100035;201906;80;5D1261;A0208
100035-201907;100035;201907;80;5D1261;A0208
100035-201908;100035;201908;80;5D1261;A0208
100035-201909;100035;201909;154;5D1261;A0208
100035-201910;100035;201910;175;5D1261;A0208
100035-201911;100035;201911;146;5D1261;A0208
100035-201912;100035;201912;82;5D1261;A0208
100035-202001;100035;202001;87;5D1261;A0208
100035-202002;100035;202002;63;4K1171;A0210
100035-202003;100035;202003;146;4K1171;A0210
100035-202004;100035;202004;167;4K1171;A0210
100035-202005;100035;202005;131;4K1171;A0210
100035-202006;100035;202006;140;4K1171;A0210
100036-201901;100036;201901;91;5E1341;A0116
100036-201902;100036;201902;97;5E1341;A0116
100036-201904;100036;201904;162;5E1341;A0116
100036-201905;100036;201905;79;5E1341;A0116
100036-201906;100036;201906;80;5E1341;A0116
100036-201907;100036;201907;80;5E1341;A0116
100036-201908;100036;201908;80;5E1341;A0116
100036-201909;100036;201909;118;4K1171;A0321
100036-201910;100036;201910;167;4K1171;A0321
100036-201911;100036;201911;101;4K1171;A0321
100036-201912;100036;201912;155;4K1171;A0321
100036-202001;100036;202001;192;4K1171;A0321
100036-202002;100036;202002;67;4K1171;A0321
100036-202003;100036;202003;84;4K1171;A0072
100036-202004;100036;202004;72;4K1171;A0072
100036-202005;100036;202005;110;4K1171;A0072
100036-202006;100036;202006;127;4K1171;A0072
100037-201901;100037;201901;117;4K1561;A0036
100037-201902;100037;201902;147;4K1561;A0036
100037-201904;100037;201904;100;4K1561;A0036
100037-201905;100037;201905;86;4K1561;A0036
100037-201906;100037;201906;156;4K1561;A0036
100037-201907;100037;201907;156;4K1561;A0036
100037-201908;100037;201908;156;4K1561;A0036
100037-201909;100037;201909;116;4K1171;A0321
100037-201910;100037;201910;119;4K1171;A0321
100037-201911;100037;201911;68;4K1171;A0321
100037-201912;100037;201912;91;4K1171;A0321
100037-202001;100037;202001;162;4K1171;A0321
100037-202002;100037;202002;184;4K1171;A0321
100037-202003;100037;202003;124;4K1171;A0072
100037-202004;100037;202004;162;4K1171;A0072
100037-202005;100037;202005;68;4K1171;A0072
100037-202006;100037;202006;188;4K1171;A0072
100038-201901;100038;201901;158;5D1271;A0179
100038-201902;100038;201902;145;5D1271;A0179
100038-201904;100038;201904;65;5D1271;A0179
100038-201905;100038;201905;187;4K1171;A0139
100038-201906;100038;201906;80;4K1171;A0139
100038-201907;100038;201907;80;4K1171;A0139
100038-201908;100038;201908;80;4K1171;A0139
100038-201909;100038;201909;102;4K1171;A0139
100038-201910;100038;201910;155;4K1171;A0163
100038-201911;100038;201911;79;4K1171;A0163
100038-201912;100038;201912;168;4K1171;A0163
100038-202001;100038;202001;144;4K1171;A0163
100038-202002;100038;202002;184;5A1014;A0090
100038-202003;100038;202003;60;5A1014;A0090
100038-202004;100038;202004;123;5A1014;A0090
100038-202005;100038;202005;149;5A1014;A0090
100038-202006;100038;202006;49;5A1014;A0090
100039-201901;100039;201901;161;4L1311;A0127
100039-201902;100039;201902;180;4L1311;A0127
100039-201903;100039;201903;192;4L1311;A0127
100039-201904;100039;201904;106;4K1171;A0139
100039-201905;100039;201905;107;4K1171;A0139
100039-201906;100039;201906;192;4K1171;A0139
100039-201907;100039;201907;192;4K1171;A0139
100039-201908;100039;201908;192;4K1171;A0139
100039-201909;100039;201909;137;4K1171;A0163
100039-201910;100039;201910;119;4K1171;A0163
100039-201911;100039;201911;185;4K1171;A0163
100039-201912;100039;201912;65;4K1171;A0163
100039-202001;100039;202001;81;5A1014;A0090
100039-202002;100039;202002;101;5A1014;A0090
100039-202003;100039;202003;169;5A1014;A0090
100039-202004;100039;202004;187;5A1014;A0090
100039-202005;100039;202005;89;5A1014;A0090
100039-202006;100039;202006;111;5A1014;A0090
100040-201901;100040;201901;184;4K1531;A0092
100040-201902;100040;201902;162;4K1531;A0092
100040-201904;100040;201904;128;4K1531;A0092
100040-201905;100040;201905;107;4K1531;A0092
100040-201906;100040;201906;80;4K1531;A0092
100040-201907;100040;201907;80;4K1531;A0092
100040-201908;100040;201908;80;4K1531;A0092
100040-201909;100040;201909;78;4K1531;A0092
100040-201910;100040;201910;148;4K1531;A0092
100040-201911;100040;201911;110;4K1531;A0092
100040-201912;100040;201912;127;4K1531;A0092
100040-202001;100040;202001;152;4K1531;A0092
100040-202002;100040;202002;156;4K1171;A0210
100040-202003;100040;202003;175;4K1171;A0210
100040-202004;100040;202004;101;4K1171;A0210
100040-202005;100040;202005;117;4K1171;A0210
100040-202006;100040;202006;181;4K1171;A0210
100041-201901;100041;201901;168;5D1261;A0070
100041-201902;100041;201902;95;5D1261;A0070
100041-201904;100041;201904;190;5D1261;A0070
100041-201905;100041;201905;146;5D1261;A0070
100041-201906;100041;201906;80;5D1261;A0070
100041-201907;100041;201907;80;5D1261;A0070
100041-201908;100041;201908;80;5D1261;A0070
100041-201909;100041;201909;50;4K1171;A0321
100041-201910;100041;201910;82;4K1171;A0321
100041-201911;100041;201911;82;4K1171;A0321
100041-201912;100041;201912;107;4K1171;A0321
100041-202001;100041;202001;105;4K1171;A0321
100041-202002;100041;202002;159;4K1171;A0321
100041-202003;100041;202003;125;4K1171;A0072
100041-202004;100041;202004;108;4K1171;A0072
100041-202005;100041;202005;133;4K1171;A0072
100041-202006;100041;202006;192;4K1171;A0072
100042-201901;100042;201901;127;5D1291;A0254
100042-201902;100042;201902;175;5D1291;A0254
100042-201904;100042;201904;77;5D1291;A0254
100042-201905;100042;201905;173;4K1171;A0139
100042-201906;100042;201906;80;4K1171;A0139
100042-201907;100042;201907;80;4K1171;A0139
100042-201908;100042;201908;80;4K1171;A0139
100042-201909;100042;201909;50;4K1171;A0139
100042-201910;100042;201910;137;4K1171;A0163
100042-201911;100042;201911;173;4K1171;A0163
100042-201912;100042;201912;122;4K1171;A0163
100042-202001;100042;202001;139;4K1171;A0163
100042-202002;100042;202002;52;5A1014;A0090
100042-202003;100042;202003;98;5A1014;A0090
100042-202004;100042;202004;65;5A1014;A0090
100042-202005;100042;202005;156;5A1014;A0090
100042-202006;100042;202006;106;5A1014;A0090
100043-201901;100043;201901;81;4K1561;A0034
100043-201902;100043;201902;95;4K1561;A0034
100043-201904;100043;201904;170;4K1561;A0034
100043-201905;100043;201905;181;4K1171;A0139
100043-201906;100043;201906;160;4K1171;A0139
100043-201907;100043;201907;160;4K1171;A0139
100043-201908;100043;201908;160;4K1171;A0139
100043-201909;100043;201909;92;4K1171;A0139
100043-201910;100043;201910;145;4K1171;A0163
100043-201911;100043;201911;165;4K1171;A0163
100043-201912;100043;201912;184;4K1171;A0163
100043-202001;100043;202001;50;4K1171;A0163
100043-202002;100043;202002;118;5A1014;A0090
100043-202003;100043;202003;121;5A1014;A0090
100043-202004;100043;202004;164;5A1014;A0090
100043-202005;100043;202005;186;5A1014;A0090
100043-202006;100043;202006;84;5A1014;A0090
100044-201901;100044;201901;112;5C1181;A0241
100044-201902;100044;201902;144;5C1181;A0241
100044-201903;100044;201903;80;5C1181;A0241
100044-201904;100044;201904;140;4K1171;A0139
100044-201905;100044;201905;169;4K1171;A0139
100044-201906;100044;201906;80;4K1171;A0139
100044-201907;100044;201907;80;4K1171;A0139
100044-201908;100044;201908;80;4K1171;A0139
100044-201909;100044;201909;65;4K1171;A0163
100044-201910;100044;201910;162;4K1171;A0163
100044-201911;100044;201911;162;4K1171;A0163
100044-201912;100044;201912;168;4K1171;A0163
100044-202001;100044;202001;182;5A1014;A0090
100044-202002;100044;202002;168;5A1014;A0090
100044-202003;100044;202003;52;5A1014;A0090
100044-202004;100044;202004;112;5A1014;A0090
100044-202005;100044;202005;62;5A1014;A0090
100044-202006;100044;202006;128;5A1014;A0090
100045-201901;100045;201901;153;5D1291;A0269
100045-201902;100045;201902;125;5D1291;A0269
100045-201904;100045;201904;181;5D1291;A0269
100045-201905;100045;201905;108;4K1171;A0139
100045-201906;100045;201906;80;4K1171;A0139
100045-201907;100045;201907;80;4K1171;A0139
100045-201908;100045;201908;80;4K1171;A0139
100045-201909;100045;201909;135;4K1171;A0139
100045-201910;100045;201910;159;4K1171;A0163
100045-201911;100045;201911;113;4K1171;A0163
100045-201912;100045;201912;96;4K1171;A0163
100045-202001;100045;202001;81;4K1171;A0163
100045-202002;100045;202002;64;5A1014;A0090
100045-202003;100045;202003;144;5A1014;A0090
100045-202004;100045;202004;62;5A1014;A0090
100045-202005;100045;202005;160;5A1014;A0090
100045-202006;100045;202006;91;5A1014;A0090
100046-201901;100046;201901;52;4L1311;A0127
100046-201902;100046;201902;130;4L1311;A0127
100046-201903;100046;201903;192;4L1311;A0127
100046-201904;100046;201904;146;4L1311;A0127
100046-201905;100046;201905;83;4L1311;A0127
100046-201906;100046;201906;192;4L1311;A0127
100046-201907;100046;201907;192;4L1311;A0127
100046-201908;100046;201908;192;4L1311;A0127
100046-201909;100046;201909;185;4L1311;A0127
100046-201910;100046;201910;78;4L1311;A0127
100046-201911;100046;201911;67;4L1311;A0127
100046-201912;100046;201912;104;4L1311;A0127
100046-202001;100046;202001;67;4K1171;A0210
100046-202002;100046;202002;171;4K1171;A0210
100046-202003;100046;202003;102;4K1171;A0210
100046-202004;100046;202004;95;4K1171;A0210
100046-202005;100046;202005;112;4K1171;A0210
100046-202006;100046;202006;175;4K1171;A0210
100047-201901;100047;201901;74;5D1271;A0179
100047-201902;100047;201902;107;5D1271;A0179
100047-201904;100047;201904;179;5D1271;A0179
100047-201905;100047;201905;133;5D1271;A0179
100047-201906;100047;201906;80;5D1271;A0179
100047-201907;100047;201907;80;5D1271;A0179
100047-201908;100047;201908;80;5D1271;A0179
100047-201909;100047;201909;155;5D1271;A0179
100047-201910;100047;201910;176;5D1271;A0179
100047-201911;100047;201911;63;5D1271;A0179
100047-201912;100047;201912;50;5D1271;A0179
100047-202001;100047;202001;180;5D1271;A0179
100047-202002;100047;202002;187;4K1171;A0210
100047-202003;100047;202003;151;4K1171;A0210
100047-202004;100047;202004;189;4K1171;A0210
100047-202005;100047;202005;168;4K1171;A0210
100047-202006;100047;202006;98;4K1171;A0210
100048-201901;100048;201901;135;5D1276;A0183
100048-201902;100048;201902;162;5D1276;A0183
100048-201904;100048;201904;99;5D1276;A0183
100048-201905;100048;201905;81;5D1276;A0183
100048-201906;100048;201906;80;5D1276;A0183
100048-201907;100048;201907;80;5D1276;A0183
100048-201908;100048;201908;80;5D1276;A0183
100048-201909;100048;201909;77;4K1171;A0321
100048-201910;100048;201910;168;4K1171;A0321
100048-201911;100048;201911;61;4K1171;A0321
100048-201912;100048;201912;147;4K1171;A0321
100048-202001;100048;202001;192;4K1171;A0321
100048-202002;100048;202002;79;4K1171;A0321
100048-202003;100048;202003;172;4K1171;A0072
100048-202004;100048;202004;106;4K1171;A0072
100048-202005;100048;202005;80;4K1171;A0072
100048-202006;100048;202006;146;4K1171;A0072
100049-201901;100049;201901;142;4K1531;A0092
100049-201902;100049;201902;156;4K1531;A0092
100049-201904;100049;201904;97;4K1531;A0092
100049-201905;100049;201905;113;4K1171;A0139
100049-201906;100049;201906;80;4K1171;A0139
100049-201907;100049;201907;80;4K1171;A0139
100049-201908;100049;201908;80;4K1171;A0139
100049-201909;100049;201909;75;4K1171;A0139
100049-201910;100049;201910;79;4K1171;A0163
100049-201911;100049;201911;127;4K1171;A0163
100049-201912;100049;201912;92;4K1171;A0163
100049-202001;100049;202001;51;4K1171;A0163
100049-202002;100049;202002;94;5A1014;A0090
100049-202003;100049;202003;165;5A1014;A0090
100049-202004;100049;202004;64;5A1014;A0090
100049-202005;100049;202005;67;5A1014;A0090
100049-202006;100049;202006;72;5A1014;A0090
100050-201901;100050;201901;176;5D1261;A0207
100050-201902;100050;201902;79;5D1261;A0207
100050-201904;100050;201904;166;5D1261;A0207
100050-201905;100050;201905;161;5D1261;A0207
100050-201906;100050;201906;80;5D1261;A0207
100050-201907;100050;201907;80;5D1261;A0207
100050-201908;100050;201908;80;5D1261;A0207
100050-201909;100050;201909;73;4K1171;A0321
100050-201910;100050;201910;87;4K1171;A0321
100050-201911;100050;201911;176;4K1171;A0321
100050-201912;100050;201912;80;4K1171;A0321
100050-202001;100050;202001;115;4K1171;A0321
100050-202002;100050;202002;185;4K1171;A0321
100050-202003;100050;202003;61;4K1171;A0072
100050-202004;100050;202004;96;4K1171;A0072
100050-202005;100050;202005;176;4K1171;A0072
100050-202006;100050;202006;172;4K1171;A0072
100051-201901;100051;201901;117;5D1261;A0208
100051-201902;100051;201902;145;5D1261;A0208
100051-201904;100051;201904;136;5D1261;A0208
100051-201905;100051;201905;181;4K1171;A0139
100051-201906;100051;201906;80;4K1171;A0139
100051-201907;100051;201907;80;4K1171;A0139
100051-201908;100051;201908;80;4K1171;A0139
100051-201909;100051;201909;114;4K1171;A0139
100051-201910;100051;201910;141;4K1171;A0163
100051-201911;100051;201911;52;4K1171;A0163
100051-201912;100051;201912;84;4K1171;A0163
100051-202001;100051;202001;143;4K1171;A0163
100051-202002;100051;202002;139;5A1014;A0090
100051-202003;100051;202003;55;5A1014;A0090
100051-202004;100051;202004;189;5A1014;A0090
100051-202005;100051;202005;69;5A1014;A0090
100051-202006;100051;202006;116;5A1014;A0090
100052-201901;100052;201901;69;4K1561;A0036
100052-201902;100052;201902;180;4K1561;A0036
100052-201904;100052;201904;50;4K1561;A0036
100052-201905;100052;201905;165;4K1561;A0036
100052-201906;100052;201906;192;4K1561;A0036
100052-201907;100052;201907;192;4K1561;A0036
100052-201908;100052;201908;192;4K1561;A0036
100052-201909;100052;201909;99;4K1171;A0321
100052-201910;100052;201910;79;4K1171;A0321
100052-201911;100052;201911;90;4K1171;A0321
100052-201912;100052;201912;63;4K1171;A0321
100052-202001;100052;202001;144;4K1171;A0321
100052-202002;100052;202002;174;4K1171;A0321
100052-202003;100052;202003;121;4K1171;A0072
100052-202004;100052;202004;134;4K1171;A0072
100052-202005;100052;202005;166;4K1171;A0072
100052-202006;100052;202006;186;4K1171;A0072
100053-201901;100053;201901;90;4L1891;A0156
100053-201902;100053;201902;87;4L1891;A0156
100053-201904;100053;201904;188;4L1891;A0156
100053-201905;100053;201905;173;4L1891;A0156
100053-201906;100053;201906;80;4L1891;A0156
100053-201907;100053;201907;80;4L1891;A0156
100053-201908;100053;201908;80;4L1891;A0156
100053-201909;100053;201909;158;4K1171;A0321
100053-201910;100053;201910;146;4K1171;A0321
100053-201911;100053;201911;94;4K1171;A0321
100053-201912;100053;201912;135;4K1171;A0321
100053-202001;100053;202001;169;4K1171;A0321
100053-202002;100053;202002;144;4K1171;A0321
100053-202003;100053;202003;192;4K1171;A0072
100053-202004;100053;202004;98;4K1171;A0072
100053-202005;100053;202005;55;4K1171;A0072
100053-202006;100053;202006;110;4K1171;A0072
100054-201901;100054;201901;158;5E1341;A0123
100054-201902;100054;201902;90;5E1341;A0123
100054-201904;100054;201904;63;5E1341;A0123
100054-201905;100054;201905;151;5E1341;A0123
100054-201907;100054;201907;80;5E1341;A0123
100054-201908;100054;201908;80;5E1341;A0123
100054-201909;100054;201909;63;5E1341;A0123
100054-201910;100054;201910;180;5E1341;A0123
100054-201911;100054;201911;182;5E1341;A0123
100054-201912;100054;201912;135;5E1341;A0123
100054-202001;100054;202001;50;5E1341;A0123
100054-202002;100054;202002;176;5E1341;A0123
100054-202003;100054;202003;92;4K1171;A0210
100054-202004;100054;202004;63;4K1171;A0210
100054-202005;100054;202005;57;4K1171;A0210
100054-202006;100054;202006;74;4K1171;A0210
100055-201901;100055;201901;121;4L1891;A0156
100055-201902;100055;201902;74;4L1891;A0156
100055-201904;100055;201904;112;4L1891;A0156
100055-201905;100055;201905;113;4K1171;A0139
100055-201906;100055;201906;80;4K1171;A0139
100055-201907;100055;201907;80;4K1171;A0139
100055-201908;100055;201908;80;4K1171;A0139
100055-201909;100055;201909;119;4K1171;A0139
100055-201910;100055;201910;98;4K1171;A0163
100055-201911;100055;201911;138;4K1171;A0163
100055-201912;100055;201912;137;4K1171;A0163
100055-202001;100055;202001;89;4K1171;A0163
100055-202002;100055;202002;123;5A1014;A0090
100055-202003;100055;202003;107;5A1014;A0090
100055-202004;100055;202004;92;5A1014;A0090
100055-202005;100055;202005;48;5A1014;A0090
100055-202006;100055;202006;154;5A1014;A0090
100056-201901;100056;201901;100;5E1341;A0116
100056-201902;100056;201902;142;5E1341;A0116
100056-201904;100056;201904;66;5E1341;A0116
100056-201905;100056;201905;113;5E1341;A0116
100056-201906;100056;201906;80;5E1341;A0116
100056-201907;100056;201907;80;5E1341;A0116
100056-201908;100056;201908;80;5E1341;A0116
100056-201909;100056;201909;67;4K1171;A0321
100056-201910;100056;201910;169;4K1171;A0321
100056-201911;100056;201911;51;4K1171;A0321
100056-201912;100056;201912;97;4K1171;A0321
100056-202001;100056;202001;149;4K1171;A0321
100056-202002;100056;202002;131;4K1171;A0321
100056-202003;100056;202003;119;4K1171;A0072
100056-202004;100056;202004;136;4K1171;A0072
100056-202005;100056;202005;111;4K1171;A0072
100056-202006;100056;202006;65;4K1171;A0072
100057-201901;100057;201901;82;5E1341;A0116
100057-201902;100057;201902;88;5E1341;A0116
100057-201904;100057;201904;98;5E1341;A0116
100057-201905;100057;201905;55;5E1341;A0116
100057-201906;100057;201906;80;5E1341;A0116
100057-201907;100057;201907;80;5E1341;A0116
100057-201908;100057;201908;80;5E1341;A0116
100057-201909;100057;201909;60;4K1171;A0321
100057-201910;100057;201910;145;4K1171;A0321
100057-201911;100057;201911;144;4K1171;A0321
100057-201912;100057;201912;62;4K1171;A0321
100057-202001;100057;202001;124;4K1171;A0321
100057-202002;100057;202002;55;4K1171;A0321
100057-202003;100057;202003;118;4K1171;A0072
100057-202004;100057;202004;63;4K1171;A0072
100057-202005;100057;202005;178;4K1171;A0072
100057-202006;100057;202006;49;4K1171;A0072
100058-201901;100058;201901;139;5D1271;A0180
100058-201902;100058;201902;97;5D1271;A0180
100058-201904;100058;201904;77;5D1271;A0180
100058-201905;100058;201905;132;4K1171;A0139
100058-201906;100058;201906;80;4K1171;A0139
100058-201907;100058;201907;80;4K1171;A0139
100058-201908;100058;201908;80;4K1171;A0139
100058-201909;100058;201909;151;4K1171;A0139
100058-201910;100058;201910;59;4K1171;A0163
100058-201911;100058;201911;72;4K1171;A0163
100058-201912;100058;201912;120;4K1171;A0163
100058-202001;100058;202001;142;4K1171;A0163
100058-202002;100058;202002;172;5A1014;A0090
100058-202003;100058;202003;123;5A1014;A0090
